categoria_MLA,categoria_name,seller,state,city,grupo,cancellations_rate,claims_rate,delayed_handling_time_rate,avg_ticket
MLA1367,Antigüedades y Colecciones,407200654,Capital Federal,CIUDAD AUTONOMA BUENOS AIRES,relevancia media-perfil medio,0.0055,0.0086,0.025,859.0
MLA1367,Antigüedades y Colecciones,152092430,Buenos Aires,General San Martín,relevancia alta-perfil medio,0.0032,0.0032,0.0172,3818.128898128898
MLA1367,Antigüedades y Colecciones,157246842,Buenos Aires,Bahia Blanca,relevancia media-perfil medio,0.0059,0.0199,0.0106,2297.0714285714284
MLA1367,Antigüedades y Colecciones,514592325,Capital Federal,Balvanera,relevancia media-perfil medio,0.0075,0.0163,0.0138,909.0909090909092
MLA1367,Antigüedades y Colecciones,62531663,Capital Federal,Villa del Parque,relevancia media-perfil medio,0.0039,0.0,0.0023,1036.135593220339
MLA1367,Antigüedades y Colecciones,15310018,Buenos Aires,El Palomar,relevancia alta-perfil alto,0.0,0.0,0.018,19750.0
MLA1367,Antigüedades y Colecciones,93649727,Capital Federal,Paternal,relevancia media-perfil alto,0.0,0.0027,0.0,1223.0
MLA1367,Antigüedades y Colecciones,50457578,Capital Federal,Mataderos,relevancia media-perfil medio,0.0027,0.0067,0.0098,1185.7142857142858
MLA1367,Antigüedades y Colecciones,18568113,Capital Federal,Liniers,relevancia media-perfil medio,0.0052,0.0121,0.0498,2701.9867549668875
MLA1367,Antigüedades y Colecciones,462796921,Capital Federal,Balvanera,relevancia alta-perfil medio,0.0,0.0071,0.0078,13000.0
MLA1367,Antigüedades y Colecciones,604427858,Buenos Aires,Morón,relevancia media-perfil medio,0.0006,0.0105,0.0071,642.1036161335188
MLA1367,Antigüedades y Colecciones,149030026,Capital Federal,Flores,relevancia media-perfil alto,0.0,0.0,0.0,1138.75
MLA1367,Antigüedades y Colecciones,16535295,Capital Federal,Villa Crespo,relevancia media-perfil medio,0.0,0.016,0.1393,1214.1960784313726
MLA1367,Antigüedades y Colecciones,592129832,Capital Federal,San Nicolás,relevancia media-perfil alto,0.0,0.0,0.0679,2466.6666666666665
MLA1367,Antigüedades y Colecciones,73269582,Buenos Aires,San Isidro,relevancia alta-perfil alto,0.0,0.0,0.1337,4101.363636363636
MLA1367,Antigüedades y Colecciones,445140793,Capital Federal,Villa del Parque,relevancia alta-perfil medio,0.0117,0.0133,0.0082,3910.0
MLA1367,Antigüedades y Colecciones,96259128,Buenos Aires,LA TABLADA,relevancia media-perfil alto,0.0,0.0,0.0,2752.8571428571427
MLA1367,Antigüedades y Colecciones,215757691,Capital Federal,La Boca,relevancia media-perfil alto,0.0,0.0136,0.0,295.23809523809524
MLA1367,Antigüedades y Colecciones,55448322,Buenos Aires,Quilmes Oeste,relevancia alta-perfil alto,0.0,0.0,0.0102,7262.727272727273
MLA1367,Antigüedades y Colecciones,447971934,Capital Federal,Caballito,relevancia media-perfil medio,0.0036,0.0063,0.0159,539.44
MLA1367,Antigüedades y Colecciones,194071888,Buenos Aires,Temperley,relevancia media-perfil medio,0.0075,0.005,0.0159,979.82
MLA1367,Antigüedades y Colecciones,78318277,Capital Federal,Palermo,relevancia media-perfil medio,0.0,0.0146,0.0067,2300.0
MLA1367,Antigüedades y Colecciones,2423700,Capital Federal,San Nicolás,relevancia media-perfil medio,0.0017,0.0083,0.0066,2369.9467142857143
MLA1367,Antigüedades y Colecciones,29376732,Buenos Aires,Wilde,relevancia media-perfil medio,0.0,0.0119,0.0076,2922.0
MLA1367,Antigüedades y Colecciones,522806324,Capital Federal,Villa Real,relevancia media-perfil alto,0.0,0.0,0.0,950.0
MLA1367,Antigüedades y Colecciones,144897722,Capital Federal,Monserrat,relevancia media-perfil medio,0.0016,0.0035,0.0088,897.4583333333334
MLA1367,Antigüedades y Colecciones,400821851,Capital Federal,Monserrat,relevancia alta-perfil medio,0.0,0.0128,0.0134,8000.0
MLA1367,Antigüedades y Colecciones,212186204,Capital Federal,Caba,relevancia media-perfil medio,0.0,0.0146,0.0507,1193.5384615384614
MLA1367,Antigüedades y Colecciones,83064935,Capital Federal,Coghlan,relevancia media-perfil alto,0.0,0.0,0.0724,889.0
MLA1367,Antigüedades y Colecciones,157364748,Buenos Aires,Olivos,relevancia media-perfil medio,0.0065,0.0059,0.0016,1244.711409395973
MLA1367,Antigüedades y Colecciones,20429583,Capital Federal,CABA,relevancia media-perfil medio,0.0068,0.0082,0.0031,1329.05
MLA1367,Antigüedades y Colecciones,47778805,Capital Federal,Capital federal,relevancia media-perfil alto,0.0,0.0,0.0275,1895.0
MLA1367,Antigüedades y Colecciones,151156096,Buenos Aires,Loma Hermosa,relevancia alta-perfil alto,0.0,0.0,0.0116,6408.333333333333
MLA1367,Antigüedades y Colecciones,127388968,Capital Federal,CABA,relevancia media-perfil alto,0.0,0.0046,0.0,1675.056338028169
MLA1367,Antigüedades y Colecciones,402435495,Buenos Aires,La Tablada,relevancia alta-perfil medio,0.0,0.0091,0.0605,12950.0
MLA1367,Antigüedades y Colecciones,165517056,Buenos Aires,Valentin Alsina,relevancia alta-perfil medio,0.0,0.0083,0.0691,4712.5
MLA1367,Antigüedades y Colecciones,50783436,Capital Federal,Almagro,relevancia media-perfil medio,0.0,0.0038,0.0892,591.2206572769953
MLA1367,Antigüedades y Colecciones,181428641,Capital Federal,Balvanera,relevancia media-perfil medio,0.0,0.0093,0.022,1402.8846153846157
MLA1367,Antigüedades y Colecciones,346495861,Capital Federal,Mataderos,relevancia media-perfil medio,0.0032,0.0053,0.0127,1970.09
MLA1367,Antigüedades y Colecciones,54926343,Capital Federal,Liniers,relevancia media-perfil medio,0.0,0.0024,0.0106,346.74418604651163
MLA1367,Antigüedades y Colecciones,56240154,Capital Federal,Caballito,relevancia media-perfil alto,0.0,0.0,0.0675,1860.952380952381
MLA1367,Antigüedades y Colecciones,86461743,Capital Federal,CABA,relevancia media-perfil alto,0.0,0.0,0.0,3146.9028846153847
MLA1367,Antigüedades y Colecciones,29234754,Capital Federal,Almagro,relevancia media-perfil alto,0.0,0.0,0.0129,1230.0
MLA1367,Antigüedades y Colecciones,136436073,Capital Federal,caba,relevancia media-perfil medio,0.0,0.0017,0.0216,190.0
MLA1367,Antigüedades y Colecciones,71890836,Buenos Aires,Haedo,relevancia media-perfil medio,0.0,0.0018,0.0073,326.42
MLA1367,Antigüedades y Colecciones,231956277,Capital Federal,Caballito,relevancia alta-perfil alto,0.0,0.0,0.0,4500.0
MLA1367,Antigüedades y Colecciones,386754421,Capital Federal,Liniers,relevancia media-perfil medio,0.0183,0.0091,0.0433,1327.571428571429
MLA1367,Antigüedades y Colecciones,157044018,Capital Federal,Núñez,relevancia media-perfil alto,0.0,0.0,0.0032,866.0
MLA1367,Antigüedades y Colecciones,229324717,Capital Federal,Boedo,relevancia media-perfil medio,0.0127,0.0051,0.0489,1206.1136363636365
MLA1367,Antigüedades y Colecciones,557757712,Capital Federal,Balvanera,relevancia media-perfil medio,0.006,0.007,0.1104,976.5
MLA1367,Antigüedades y Colecciones,185380603,Capital Federal,CABA,relevancia media-perfil alto,0.0,0.0,0.0035,2145.0
MLA1367,Antigüedades y Colecciones,8784826,Buenos Aires,Beccar,relevancia media-perfil alto,0.0,0.0,0.0075,2700.0
MLA1367,Antigüedades y Colecciones,656897486,Capital Federal,Chacarita,relevancia alta-perfil medio,0.0075,0.0043,0.0092,4705.391304347826
MLA1367,Antigüedades y Colecciones,11053822,Capital Federal,Caballito,relevancia media-perfil alto,0.0,0.0,0.0,857.8235294117648
MLA1367,Antigüedades y Colecciones,90253601,Capital Federal,Villa Pueyrredón,relevancia media-perfil medio,0.0,0.0043,0.0764,590.0
MLA1367,Antigüedades y Colecciones,137044859,Capital Federal,Liniers,relevancia media-perfil alto,0.0,0.0,0.0322,703.3333333333334
MLA1367,Antigüedades y Colecciones,80582219,Capital Federal,Balvanera,relevancia media-perfil medio,0.0,0.0152,0.0457,1313.0833333333333
MLA1367,Antigüedades y Colecciones,144775850,Buenos Aires,Mar del Plata,relevancia alta-perfil alto,0.0,0.0,0.0,5232.411764705882
MLA1367,Antigüedades y Colecciones,191914203,Capital Federal,buenos aires,relevancia media-perfil medio,0.0015,0.013,0.0524,2254.2006329113924
MLA1367,Antigüedades y Colecciones,37597317,Capital Federal,Buenos aires,relevancia media-perfil medio,0.0022,0.0144,0.0157,3373.0656
MLA1367,Antigüedades y Colecciones,48120638,Buenos Aires,Haedo,relevancia media-perfil alto,0.0,0.0,0.1698,1650.0
MLA1367,Antigüedades y Colecciones,158946748,Capital Federal,San Cristobal,relevancia alta-perfil alto,0.0,0.0,0.1808,7424.444444444444
MLA1367,Antigüedades y Colecciones,46539072,Capital Federal,Caballito,relevancia media-perfil medio,0.0078,0.0076,0.0026,833.6718181818181
MLA1367,Antigüedades y Colecciones,89972561,Buenos Aires,Wilde,relevancia media-perfil alto,0.0,0.0,0.0095,1900.0
MLA1367,Antigüedades y Colecciones,243234256,Capital Federal,Balvanera,relevancia media-perfil medio,0.0,0.0021,0.0189,643.5502008032129
MLA1367,Antigüedades y Colecciones,214751814,Capital Federal,Buenos Aires,relevancia media-perfil alto,0.0,0.0,0.1137,2199.0
MLA1367,Antigüedades y Colecciones,9330295,Buenos Aires,loma hermosa,relevancia alta-perfil alto,0.0,0.0,0.0,5450.0
MLA1367,Antigüedades y Colecciones,572984133,Buenos Aires,San Fernando,relevancia media-perfil alto,0.0,0.0,0.0133,399.0
MLA1367,Antigüedades y Colecciones,11527328,Capital Federal,Capital Federal,relevancia media-perfil medio,0.0076,0.007,0.0061,1113.3415
MLA1367,Antigüedades y Colecciones,216853291,Capital Federal,Palermo,relevancia media-perfil medio,0.0056,0.0056,0.0113,1557.6470588235295
MLA1367,Antigüedades y Colecciones,60214315,Buenos Aires,Caseros,relevancia alta-perfil medio,0.0,0.0083,0.0168,7691.666666666667
MLA1367,Antigüedades y Colecciones,26397626,Capital Federal,San Nicolás,relevancia alta-perfil alto,0.0,0.0,0.0697,5990.0
MLA1367,Antigüedades y Colecciones,390799725,Capital Federal,Caba,relevancia media-perfil medio,0.0,0.016,0.0731,1460.0
MLA1367,Antigüedades y Colecciones,262332462,Capital Federal,Balvanera,relevancia media-perfil medio,0.0,0.0047,0.1192,950.0
MLA1367,Antigüedades y Colecciones,166491838,Capital Federal,Balvanera,relevancia media-perfil medio,0.0093,0.016,0.0233,1216.5579710144928
MLA1367,Antigüedades y Colecciones,23916901,Capital Federal,Villa del Parque,relevancia alta-perfil alto,0.0,0.0,0.0,6250.0
MLA1367,Antigüedades y Colecciones,8781846,Capital Federal,Balvanera,relevancia media-perfil alto,0.0,0.0,0.0054,1485.0
MLA1367,Antigüedades y Colecciones,450231256,Capital Federal,Floresta,relevancia media-perfil alto,0.0,0.0,0.1054,250.0
MLA1367,Antigüedades y Colecciones,12029739,Capital Federal,Villa Urquiza,relevancia media-perfil medio,0.0,0.0103,0.0318,1635.7142857142858
MLA1367,Antigüedades y Colecciones,185445910,Capital Federal,Villa del Parque,relevancia media-perfil medio,0.0109,0.0075,0.0103,869.1176470588235
MLA1367,Antigüedades y Colecciones,152624822,Buenos Aires,SAN ANTONIO DE PADUA,relevancia media-perfil medio,0.0011,0.0032,0.0041,3420.272775144813
MLA1367,Antigüedades y Colecciones,130763142,Capital Federal,Microcentro,relevancia media-perfil alto,0.0,0.0,0.0595,2214.285714285714
MLA1367,Antigüedades y Colecciones,184559447,Buenos Aires,Caseros,relevancia media-perfil medio,0.0159,0.0116,0.089,2791.414
MLA1367,Antigüedades y Colecciones,269965609,Capital Federal,la paternal,relevancia media-perfil medio,0.0135,0.0185,0.0401,534.5322580645161
MLA1367,Antigüedades y Colecciones,213833381,Capital Federal,Villa Urquiza,relevancia media-perfil medio,0.01,0.01,0.0293,500.0
MLA1367,Antigüedades y Colecciones,208653264,Capital Federal,San Nicolás,relevancia media-perfil medio,0.005,0.0131,0.0089,1369.2107692307693
MLA1367,Antigüedades y Colecciones,16079706,Capital Federal,once,relevancia media-perfil medio,0.0067,0.0067,0.0705,675.0
MLA1367,Antigüedades y Colecciones,806753017,Capital Federal,Villa Crespo,relevancia media-perfil medio,0.0,0.0057,0.0047,499.0
MLA1367,Antigüedades y Colecciones,149145275,Buenos Aires,Tandil,relevancia alta-perfil alto,0.0,0.0,0.0,8717.57142857143
MLA1367,Antigüedades y Colecciones,137783426,Buenos Aires,Partido 3 de febrero loma hermosa,relevancia media-perfil alto,0.0,0.0,0.0,2000.0
MLA1367,Antigüedades y Colecciones,49940374,Buenos Aires,Banfield,relevancia media-perfil alto,0.0,0.0,0.0,99.0
MLA1367,Antigüedades y Colecciones,672088032,Buenos Aires,Villa Martelli,relevancia media-perfil alto,0.0,0.0,0.0,1170.0
MLA1367,Antigüedades y Colecciones,265379327,Capital Federal,San Telmo,relevancia media-perfil alto,0.0,0.0,0.0083,1099.0
MLA1367,Antigüedades y Colecciones,534705928,Buenos Aires,Glew,relevancia media-perfil alto,0.0,0.0,0.0,679.9019607843137
MLA1367,Antigüedades y Colecciones,105827901,Capital Federal,Villa del Parque,relevancia media-perfil alto,0.0,0.0,0.0,1396.3492063492065
MLA1367,Antigüedades y Colecciones,59369973,Capital Federal,Floresta,relevancia media-perfil alto,0.0,0.0,0.0694,330.0
MLA1367,Antigüedades y Colecciones,21626801,Buenos Aires,Bahía Blanca,relevancia media-perfil alto,0.0,0.0,0.0314,3452.3529411764707
MLA1367,Antigüedades y Colecciones,174001741,Capital Federal,Almagro,relevancia media-perfil alto,0.0,0.0,0.0111,1899.0
MLA1367,Antigüedades y Colecciones,136290507,Buenos Aires,Munro,relevancia alta-perfil medio,0.0,0.0059,0.039,9206.0
MLA1367,Antigüedades y Colecciones,109289259,Buenos Aires,Ayacucho,relevancia media-perfil alto,0.0,0.0,0.0,1800.0
MLA1367,Antigüedades y Colecciones,68845315,Capital Federal,Palermo,relevancia media-perfil medio,0.0086,0.0091,0.0101,1290.01
MLA1367,Antigüedades y Colecciones,101017567,Capital Federal,Villa Luro,relevancia media-perfil alto,0.0,0.0,0.0,1985.5
MLA1367,Antigüedades y Colecciones,33231893,Capital Federal,Villa Devoto,relevancia alta-perfil alto,0.0,0.0,0.0,23714.285714285717
MLA1367,Antigüedades y Colecciones,168826015,Capital Federal,Almagro,relevancia media-perfil alto,0.0,0.0,0.0245,1313.28
MLA1367,Antigüedades y Colecciones,202410952,Buenos Aires,Monte Grande,relevancia media-perfil alto,0.0,0.0,0.0,380.0
MLA1367,Antigüedades y Colecciones,335005473,Santa Fe,Rafaela,relevancia alta-perfil alto,0.0,0.0,0.0,13000.0
MLA1367,Antigüedades y Colecciones,618766375,Buenos Aires,Caseros,relevancia media-perfil alto,0.0,0.0,0.0,270.0
MLA1367,Antigüedades y Colecciones,149573831,Buenos Aires,Lanus Oeste,relevancia media-perfil medio,0.0,0.0053,0.0268,2081.0
MLA1367,Antigüedades y Colecciones,193650690,Buenos Aires,Mar del Plata,relevancia media-perfil alto,0.0,0.0,0.0122,545.8414634146342
MLA1367,Antigüedades y Colecciones,59050855,Mendoza,San Rafael,relevancia alta-perfil alto,0.0,0.0,0.1158,3720.0
MLA1367,Antigüedades y Colecciones,47125527,Buenos Aires,Ituzaingó,relevancia media-perfil alto,0.0,0.0,0.0008,2183.478260869565
MLA1367,Antigüedades y Colecciones,268421307,Buenos Aires,Hudson,relevancia media-perfil alto,0.0,0.0,0.0075,1377.0
MLA1367,Antigüedades y Colecciones,8070950,Capital Federal,Capital Federal,relevancia media-perfil medio,0.0,0.0123,0.0195,296.0
MLA1367,Antigüedades y Colecciones,716432594,Tucumán,San Miguel de Tucumán,relevancia media-perfil alto,0.0,0.0,0.0,154.54545454545453
MLA1367,Antigüedades y Colecciones,4789003,Buenos Aires,Monte Grande,relevancia alta-perfil alto,0.0,0.0,0.0263,5950.0
MLA1367,Antigüedades y Colecciones,257184858,Capital Federal,Boedo,relevancia media-perfil alto,0.0,0.0,0.0,446.6428571428572
MLA1367,Antigüedades y Colecciones,164848754,Capital Federal,Once,relevancia media-perfil medio,0.0049,0.0076,0.0197,665.6666666666666
MLA1367,Antigüedades y Colecciones,160922902,Capital Federal,Parque Chacabuco,relevancia media-perfil alto,0.0,0.0,0.1076,488.8860759493671
MLA1367,Antigüedades y Colecciones,98158332,Buenos Aires,Manuel Alberti Pilar,relevancia alta-perfil medio,0.0147,0.0147,0.0617,18932.82833333333
MLA1367,Antigüedades y Colecciones,170945205,Buenos Aires,San Martin,relevancia media-perfil medio,0.0,0.0075,0.0328,1080.9590163934429
MLA1367,Antigüedades y Colecciones,380282961,Buenos Aires,Tablada,relevancia alta-perfil medio,0.0097,0.0073,0.0996,5576.016666666666
MLA1367,Antigüedades y Colecciones,120671884,Capital Federal,Flores,relevancia media-perfil alto,0.0,0.0,0.0112,2766.350710900474
MLA1367,Antigüedades y Colecciones,51424652,Buenos Aires,Hurlingham,relevancia media-perfil alto,0.0,0.0,0.098,1100.0
MLA1367,Antigüedades y Colecciones,420293442,Capital Federal,capital federal,relevancia media-perfil medio,0.0,0.0137,0.1084,1875.0
MLA1367,Antigüedades y Colecciones,105351100,Buenos Aires,El Palomar,relevancia media-perfil alto,0.0,0.0139,0.0,2600.0
MLA1367,Antigüedades y Colecciones,203399550,Capital Federal,San Nicolás,relevancia alta-perfil medio,0.0,0.0074,0.008,16796.85
MLA1367,Antigüedades y Colecciones,158952977,Córdoba,Laboulaye,relevancia media-perfil alto,0.0,0.0,0.0,563.06
MLA1367,Antigüedades y Colecciones,754181998,Buenos Aires,SIERRA DE LA VENTANA,relevancia alta-perfil medio,0.0,0.0154,0.044,5990.0
MLA1367,Antigüedades y Colecciones,108107159,Buenos Aires,Wilde,relevancia media-perfil alto,0.0,0.0,0.0,299.0
MLA1367,Antigüedades y Colecciones,206908890,Buenos Aires,Lobos,relevancia alta-perfil medio,0.0,0.0133,0.0948,4345.4
MLA1367,Antigüedades y Colecciones,85623886,Salta,Salta,relevancia alta-perfil alto,0.0,0.0,0.0,5850.0
MLA1367,Antigüedades y Colecciones,44994779,Buenos Aires,Lomas de Zamora,relevancia alta-perfil medio,0.0029,0.0059,0.0088,8624.061664392906
MLA1367,Antigüedades y Colecciones,197641718,Mendoza,Mendoza,relevancia alta-perfil medio,0.0048,0.0096,0.1419,13902.7868852459
MLA1367,Antigüedades y Colecciones,267438915,Córdoba,Río Cuarto,relevancia alta-perfil alto,0.0,0.0,0.1428,5950.0
MLA1367,Antigüedades y Colecciones,8065642,Buenos Aires,Berazategui,relevancia alta-perfil medio,0.0,0.0149,0.0153,4992.64705882353
MLA1367,Antigüedades y Colecciones,726860123,Salta,Capital,relevancia media-perfil alto,0.0,0.0,0.1311,3200.0
MLA1367,Antigüedades y Colecciones,246771323,Buenos Aires,Florida Oeste,relevancia media-perfil alto,0.0,0.0,0.0412,1226.8181818181818
MLA1367,Antigüedades y Colecciones,113738482,Buenos Aires,Morón,relevancia media-perfil medio,0.0,0.0392,0.1615,960.0
MLA1367,Antigüedades y Colecciones,186702309,Capital Federal,Floresta,relevancia media-perfil alto,0.0,0.0,0.1456,1199.0
MLA1367,Antigüedades y Colecciones,122153713,Buenos Aires,Quilmes,relevancia alta-perfil alto,0.0,0.0,0.0333,7999.0
MLA1367,Antigüedades y Colecciones,51969746,Buenos Aires,Quilmes,relevancia media-perfil alto,0.0,0.0,0.1274,1133.587786259542
MLA1367,Antigüedades y Colecciones,745626309,Buenos Aires,Pilar,relevancia alta-perfil alto,0.0,0.0,0.0167,3883.1666666666665
MLA1367,Antigüedades y Colecciones,190794961,Capital Federal,Balvanera,relevancia media-perfil medio,0.0023,0.0138,0.0622,1647.3333333333333
MLA1367,Antigüedades y Colecciones,78571418,Buenos Aires,La Plata,relevancia alta-perfil alto,0.0,0.0,0.0489,12294.0
MLA1367,Antigüedades y Colecciones,383481417,Capital Federal,Balvanera,relevancia media-perfil medio,0.0,0.0088,0.0165,1199.0
MLA1367,Antigüedades y Colecciones,75363681,Buenos Aires,Colon,relevancia alta-perfil alto,0.0,0.0,0.0,5000.0
MLA1367,Antigüedades y Colecciones,297906074,Buenos Aires,Veinticinco de Mayo,relevancia alta-perfil alto,0.0,0.0,0.0476,7316.666666666667
MLA1367,Antigüedades y Colecciones,58960728,Córdoba,SAN ANTONIO DE ARREDONDO,relevancia media-perfil alto,0.0,0.0,0.0578,2690.0
MLA1367,Antigüedades y Colecciones,269709037,Capital Federal,Chacarita,relevancia media-perfil alto,0.0,0.0,0.0102,3264.6666666666665
MLA1367,Antigüedades y Colecciones,231269582,Capital Federal,San Nicolás,relevancia media-perfil medio,0.0018,0.003,0.0036,1462.8048780487804
MLA1367,Antigüedades y Colecciones,100053,Capital Federal,San Nicolás,relevancia alta-perfil alto,0.0,0.0,0.0,9000.0
MLA1367,Antigüedades y Colecciones,1248662,Buenos Aires,San Justo,relevancia media-perfil alto,0.0,0.0,0.0789,990.0
MLA1367,Antigüedades y Colecciones,794587925,Buenos Aires,La Plata,relevancia media-perfil alto,0.0,0.0,0.0985,2600.0
MLA1367,Antigüedades y Colecciones,143829048,Buenos Aires,Valentín Alsina,relevancia media-perfil alto,0.0,0.0,0.05,1218.571428571429
MLA1367,Antigüedades y Colecciones,155432438,Buenos Aires,Acassuso,relevancia media-perfil alto,0.0,0.0,0.1052,3088.8636363636365
MLA1367,Antigüedades y Colecciones,134373205,Buenos Aires,Banfield,relevancia media-perfil alto,0.0,0.0,0.0188,1030.0
MLA1367,Antigüedades y Colecciones,50142246,Capital Federal,Colegiales,relevancia media-perfil medio,0.0163,0.0,0.0436,1967.5
MLA1367,Antigüedades y Colecciones,135943190,Buenos Aires,Pigue,relevancia alta-perfil medio,0.0092,0.0122,0.1009,7900.0
MLA1367,Antigüedades y Colecciones,189515138,Capital Federal,Villa del Parque,relevancia alta-perfil alto,0.0,0.0,0.0,3850.0
MLA1367,Antigüedades y Colecciones,263033266,Buenos Aires,Martínez,relevancia media-perfil medio,0.0018,0.0065,0.0053,999.12
MLA1367,Antigüedades y Colecciones,202494963,Buenos Aires,Gregorio de Laferrere,relevancia media-perfil alto,0.0,0.0,0.1176,1200.0
MLA1367,Antigüedades y Colecciones,543978936,Capital Federal,Balvanera,relevancia media-perfil alto,0.0,0.0,0.0,2498.0
MLA1367,Antigüedades y Colecciones,2356537,Buenos Aires,Veinticinco de Mayo,relevancia alta-perfil alto,0.0,0.0,0.0394,5900.0
MLA1367,Antigüedades y Colecciones,50806723,Buenos Aires,Haedo,relevancia media-perfil alto,0.0,0.0,0.1264,941.4285714285714
MLA1367,Antigüedades y Colecciones,185769208,Córdoba,Córdoba,relevancia media-perfil medio,0.0,0.0053,0.0014,2285.7
MLA1367,Antigüedades y Colecciones,249745607,Santa Fe,Rosario,relevancia media-perfil alto,0.0,0.0,0.0,685.3
MLA1367,Antigüedades y Colecciones,1036611454,Buenos Aires,Quilmes,relevancia alta-perfil alto,0.0,0.0,0.0,9650.0
MLA1367,Antigüedades y Colecciones,113655398,Buenos Aires,Tigre,relevancia media-perfil alto,0.0,0.0,0.0,1805.0
MLA1367,Antigüedades y Colecciones,82640038,Santa Fe,Rosario,relevancia media-perfil alto,0.0,0.0,0.0068,350.5882352941176
MLA1367,Antigüedades y Colecciones,58779552,Capital Federal,Retiro,relevancia alta-perfil alto,0.0,0.0,0.0085,3599.99
MLA1367,Antigüedades y Colecciones,78427480,Buenos Aires,Mar del Plata,relevancia media-perfil alto,0.0,0.0,0.0078,2120.0
MLA1367,Antigüedades y Colecciones,739784026,Capital Federal,San Telmo,relevancia media-perfil medio,0.0,0.0092,0.0884,950.0
MLA1367,Antigüedades y Colecciones,265356955,Santa Fe,Rosario,relevancia alta-perfil medio,0.0,0.017,0.052,7000.0
MLA1367,Antigüedades y Colecciones,6663822,Capital Federal,Balvanera,relevancia media-perfil medio,0.0052,0.0022,0.0083,2403.3870967741937
MLA1367,Antigüedades y Colecciones,345805410,Buenos Aires,Mar del Plata,relevancia media-perfil alto,0.0,0.0,0.0059,3480.35
MLA1367,Antigüedades y Colecciones,276901837,Capital Federal,Monserrat,relevancia media-perfil alto,0.0,0.0,0.0,1499.0
MLA1367,Antigüedades y Colecciones,95645691,Capital Federal,Belgrano R,relevancia media-perfil alto,0.0,0.0,0.008,1585.2862962962963
MLA1367,Antigüedades y Colecciones,128167551,Capital Federal,Monte Castro,relevancia alta-perfil medio,0.0,0.005,0.0315,7475.0
MLA1367,Antigüedades y Colecciones,113928049,Mendoza,Ciudad - Capital,relevancia alta-perfil medio,0.0193,0.0,0.0096,13751.0
MLA1367,Antigüedades y Colecciones,158684308,Capital Federal,Villa del Parque,relevancia media-perfil alto,0.0,0.0,0.0,150.0
MLA1367,Antigüedades y Colecciones,15451254,Capital Federal,Buenos aires,relevancia media-perfil medio,0.0038,0.0158,0.0122,2761.4290644490643
MLA1367,Antigüedades y Colecciones,207485124,Córdoba,Córdoba,relevancia media-perfil alto,0.0,0.0,0.0889,1800.0
MLA1367,Antigüedades y Colecciones,467677330,Córdoba,Córdoba,relevancia media-perfil alto,0.0,0.0,0.1031,377.86
MLA1367,Antigüedades y Colecciones,4841035,Capital Federal,Palermo,relevancia alta-perfil alto,0.0,0.0,0.0142,3999.0
MLA1367,Antigüedades y Colecciones,84919085,Capital Federal,CABA,relevancia media-perfil alto,0.0,0.0,0.0,260.0
MLA1367,Antigüedades y Colecciones,203587398,Capital Federal,Monserrat,relevancia media-perfil medio,0.0,0.0058,0.0037,895.0
MLA1367,Antigüedades y Colecciones,63613852,Capital Federal,Almagro,relevancia media-perfil alto,0.0,0.0,0.0,1189.0
MLA1367,Antigüedades y Colecciones,52254132,Buenos Aires,Tandil,relevancia alta-perfil alto,0.0,0.0,0.0924,5999.909090909091
MLA1367,Antigüedades y Colecciones,159664533,Capital Federal,Liniers,relevancia media-perfil medio,0.0071,0.0037,0.0113,1280.0
MLA1367,Antigüedades y Colecciones,288702266,Buenos Aires,Hurlingham,relevancia alta-perfil medio,0.0021,0.0079,0.0121,5660.476190476191
MLA1367,Antigüedades y Colecciones,61071781,Buenos Aires,San Justo,relevancia media-perfil alto,0.0,0.0,0.0748,1909.5263157894735
MLA1367,Antigüedades y Colecciones,79217531,Capital Federal,SOLDATI,relevancia alta-perfil medio,0.0011,0.0039,0.0005,6842.278645833333
MLA1367,Antigüedades y Colecciones,644207148,Buenos Aires,Luis Guillon,relevancia media-perfil alto,0.0,0.0,0.0571,790.0
MLA1367,Antigüedades y Colecciones,90966816,Capital Federal,buenos aires,relevancia media-perfil alto,0.0,0.0,0.0082,2800.0
MLA1367,Antigüedades y Colecciones,69294276,Capital Federal,Almagro,relevancia alta-perfil alto,0.0,0.0,0.0,4500.0
MLA1367,Antigüedades y Colecciones,49768006,Buenos Aires,Villa Rosa,relevancia media-perfil alto,0.0,0.0,0.0283,2950.0
MLA1367,Antigüedades y Colecciones,607316193,Capital Federal,Recoleta,relevancia media-perfil medio,0.0,0.0106,0.0121,3299.0
MLA1367,Antigüedades y Colecciones,58310030,Buenos Aires,Salto,relevancia media-perfil medio,0.0149,0.0,0.032,820.0
MLA1367,Antigüedades y Colecciones,78184579,Buenos Aires,Olivos,relevancia alta-perfil alto,0.0,0.0,0.0,24990.0
MLA1367,Antigüedades y Colecciones,51428369,Buenos Aires,Bahía Blanca,relevancia media-perfil alto,0.0,0.0,0.0132,2980.0
MLA1367,Antigüedades y Colecciones,725639176,Buenos Aires,Tandil,relevancia media-perfil alto,0.0,0.0,0.0583,1500.0
MLA1367,Antigüedades y Colecciones,122333592,Buenos Aires,Caseros,relevancia media-perfil alto,0.0,0.0,0.0684,2341.017964071856
MLA1367,Antigüedades y Colecciones,168018328,Corrientes,Corrientes,relevancia alta-perfil alto,0.0,0.0,0.1007,4799.0
